6a6bb6a8378aee900dbc832189483535_0_3 8,7,14,3,29,31
a5972cca0756c1c2a3da1c83fe6a2325_0_3 16,3
6ef46417681999c408d85e412e8c986d_1_0 22,8,15
30aa6e756743204c08017898b5508610_0_6 30,8,2,21,18
2a4229d4567b6775ebbf9610973fc443_0_0 8,22
6b31d6d0f20a70b116f5a71751027d7a_0_5 8,29,18,3,30
2889395ce739ef388d049cd9214b7f11_0_3 11,18,22,20,8,3,14,29
e39bfb4f7ab072fb69281326c9d45a20_0_8 16,3
5116920b06e4eb954a0ed03c1e509691_0_2 3,21,2,18,14,8,29,31
1cb3b9792b70e9767962dab96790804d_0_0 8,16,3,29
9b8b1e2a51524d5b7b9ec77413f39e24_0_44 8,29,11,20
771bacff9eecc62a4732c5260f4dab96_0_154 22,8
5c03b74178f8caf7373083a90ee64a57_0_10 16,29,3
9d18ca6d8f4170306425c24726c7940f_0_4 25,26,0,9
73e5af017766f46cc6b419486e30ab39_0_0 30,28,18,13,8,9
b29eee73a5827a4ffc16b165259fea54_0_3 7
9156c255f34907b153dc25bce12f8143_0_1 25,17,9
f25dc4b69e08a641103b91536fcb3bd0_0_12 16,3
fcc6d19e532f0d87b3ea077cfc442728_0_0 31,29,8,14
34c1c958f769df226bb059633151677b_0_23 20,11
44824a17c8055d5e9e1f05cc1da4df69_0_0 18,31,29,8,14,20,11
c1bba0efcd80145b167265bf33959195_0_38 30,8,22,18
cd61050c999ca4a853ab0cc349483727_0_7 7,29,8,12,3,18
1708f1ee0578bd1ae4981ca689d3aae7_2_9 14,23,31,3,16
dbcb89378ce959257f5a9fbac46d8508_0_5 3,16
08e40d089b266ba5526ec177b3eddd56_0_40 2,21,9
522468f6a46b020b5170ad1f60f0f1b4_0_7 20,8,11,22
79c19f77ed91d47ec362f2166816dfee_0_2 8,22,18
74473676adf9823d7f8afef769ac0d60_0_5 8,17,11,22,25,26,20,0,18,9
8ff91af2a87f9751c9691fb5ec3c6f7d_1_3 16,18,20,3,11,31,8,14,22
e0c956bfec7b99000a8c107dd950a362_0_4 9,28
ab517acdef7489c1371983d5bdceab5d_1_4 16,3
534ebe0873d27792db3e60fb5466666b_0_6 9,3,16
b24b6ffa6e3641a2ff64a1df5a9471bc_0_0 31,8,29,14
1a498bb74d1c559c80040a4f49abd572_0_15 13,25,28,9
09fc490fb8d683ea39299a98c8d832cd_0_5 8,11,20
e51e0d3292d6289b9f03485597aa7266_0_4 22,29,8,20,11
626257eaffc6831870907253bde1b283_1_1 16,3
3cfeffaea6e56aa3d04cc5977d311c2c_0_0 15,11,8,22,20
b5eef24b377cf17aa4d8f19423daaede_0_1 9,0
d1ce1adc7aaec415bcd1b85fbc5659b0_0_33 9,17,25
05280dd6e832aaeac566bdd2d5d13c56_0_48 9
c9973e079560a9d915249fd8984b5d61_0_0 14,29,8
0b4dabfd161ee31dc2e73df0fca15c47_0_0 3,29
074f802a4d3eabc03d5fe71c4f281536_0_12 1,8,30,18
67c4b3af1821b564ee2dd39bb98f1071_0_0 29,3,7
cded903b5fb75457b1b446b05d032e1d_0_0 29,14,3
fd1c869e79feabb402dfa59e49c6a7ce_0_3 20,11,3,16
7436bc042e8c22ff92d51e15b66199f8_0_1 3,16
ab8391a9d776d85289f350bd885d782d_0_20 21,22,8,20,2,11,18,15
9378f0c48b79b6855d54cf0cba6b73cb_1_8 8,11,20
c3860fcef349782f6f8114d449648e30_0_20 8,22,20,18,11
2e6496fd2d460850dde07fa6514716e8_0_11 0,25,9,26
e8865a4d5779da3b76ea54f3b503a30f_0_46 3,16
177ae473dcaa365ca7e47ab511ed1e77_0_0 7,3,22,15,16,2,11,21,20,8
7291a6ce606b2ddbbe77cc177f77186a_0_0 20,8,11
17b443f11d34994e1f541866271eee5b_0_66 16,3
c6d64bbe192419a13071ed73c9cb6ad2_0_0 7,18,22,8,30
a6ff71e403ac16e7d9a57421d7ac70eb_0_6 3,16,29
94a298bce294e0668d71d02b7fbf551b_0_3 
dcd84283efa596ff03a4862c7ce3346b_0_114 3,5,16
7ac7dfad85a10a29b4654f6155edbdbf_0_6 7,29,8,14
aa0cc5a6058e91151539f68ce701d1b7_0_0 8,29,3,20,11
af92f81eb269ef3b0fa5381b2c8ced7b_0_0 0,26,28,9
71177a35a7325ba7d5f6e15e2de59c2d_0_0 16,3
210af767dee002e3fdbe694f857bd17f_0_113 21,2,3,14,31,16
4789f8eca9d993706ef0ba0bf8d475bc_0_0 14,7,8,29,31
1f43c94344d7bab86c7a46bb05f77085_0_8 8,18,9,29
e2b4843926290c794a0141f93629c73e_0_11 16,3
ec0ebed617309489f1ff894583efcd66_0_1 25,26,9,0
139ec9cccc4832fc093154c8533f9f4c_0_2 20,22,11,8
fe9eee0be5b97964868fac03401672a5_0_1 22,18,8,20,11
3b71b5fd3a45b4c6e9e848db77df8c23_0_0 3,7,29
b110afb181a6098c73658cbaea3ced1a_0_6 2,16,21,3
381fe3655c1a67c4e651ef3270316508_1_4 2,21
50e31bef5357501380f5128c5e5661b7_0_2 3,16
1990a7236f44ab10313e3834b2dd1bc4_0_58 29,7,21,8,3,2,10,18
57a5c517f4b88da9d07165515196bc61_0_26 18,8
437c9f4d90ea22d972dd0f4fec5472ee_0_5 3,22,5,20,18,16,11,8
6fc58c60454755be1db41f62bd24f7a6_0_0 22,8,20,11
e6668bda782f3dde4875e4f22ccc778a_0_1 30,9,0,25,8
6f07a7717975f2331c8eeaf4205aa960_0_1 30,8
c5eea0d9375b4479d04e5634dc29ddca_0_16 11,16,9,20
2afcdfe361fa7bc23b2d6f1fd44fcb39_0_6 8,29
ea9dbfbb8ec20836998643e60a9ea814_0_5 20,22,8,29,3,11,18
fb8ae095583dba4c7c2fab0877464e3b_0_5 9,17
17add7b5aee867d0661bde41b15a23d0_0_16 8,18,7,10,30,2,29,21
75ba32042ee26d31ec12e5192555f144_0_18 26,0
287cb080b5506411026f858e1f4af888_1_1 8,11,18,20,22
004b003fbe0f730821e79f4a3fff1df8_0_2 3,29
12f78771ee82f8156fc072c89a78a882_0_10 8,11,16,22,20,3,18
e2788598b5d3dc8f9357da1ffcb6d4eb_0_48 3,16
7bd2bddf2c39bbbe355c3122e814e7f5_0_2 0,9,26
bd2f3aaa6fc5a9d5a2407d32eb13df0c_0_1 3,29
cbf6121e81f0d21405266a0af84bf3e8_0_0 21,7,8,2,29,30
f1e1955f9ac4c78aaa328b9c731dc989_0_1 25,9
0e44a9d87f6ef2bebd771841b0da458c_0_44 16,3,7
a3014d6c04b582697c34524014a1635b_0_0 20,8,18,11
4a9b54f5f7abe2082537ccb8eb436140_0_8 14,31,29,8
f18cb2652ec88a48fd1c0547418cf215_0_0 16,3
e0123afc22901ce4e7b97c96d83da8f7_0_2 30,18,8
ae76379577e73ec38924df3395a1a4fe_0_12 9,25,0
3ce27e82d4155d6bd9ed22a86390f114_0_0 29,7,3
6fee0ca2624c9caf78504b147a993f6a_0_4 8,29
8e6d4e891476166ae2443113dcd43c86_0_0 20,8,29,3,16,18,11
54a5493aebee7a5146c2be9f0dc9a3ca_0_6 20,15,27,8,4,11,18
6f6b5d341f9befed08b89a35e8d77bdb_0_0 21,31,2,14,20,8,15,11
7794ed12f29cd73a5d08693e6a3e886a_0_5 3
da1076faf9e7899dbf3dc7b84b3546bc_1_1 3,31,14
5b9ca2da4c78754f6dfb7a4689212456_0_1 9,22
3737aae91ab4979b0061ea0f912aa8ea_0_9 8,29,7,18
e8263db0e3daf6126a8c0c3380e7017f_0_0 31,14,8,29
b5ef481bc93110e6bd002658d3e4672b_0_2 18,22,8,30
a23d1ac6e79911b4bfe9123bf44461d3_0_0 22,18,5,8,7,11,14,31,20
601800802de6fe9ff686db0aff52420b_0_2 10,14,9,2,3,8,21,16
d330c50b853b8cc856aa94283343bb2f_0_1 29,8,18,31,14
004b003fbe0f730821e79f4a3fff1df8_0_0 0,9
e1aa061c6c474ce0c23eafd772af9982_0_0 11,20
72c1dbee5abb510c99bc32a45fdc9d0e_0_37 9
21511f58909ad1bb6a14e87fca4ef24b_0_16 22,11,20
d8196bc829468a3f3194483d2c910e2a_0_2 3,16
1fdfd06020e9bfbdac06b283492fc46b_1_7 8,3,29,16,18
b428b0c01e0a998a7e33a21f4136c12d_0_39 3,16
30fb75562ec719177d5ef75469baa488_0_2 20,18,11,8
0f93cf8b5f6375521bfb84bf8a6f86b8_0_2 14,3,29
e17209f8cd2d7f2b4b8b6fa464158ad8_0_8 21,29,3,7,8,18,2
e4d2eec2f163d14fe0789083e3958053_0_0 5,18,8,2,9,29,21
4dcd277d42dad9087cd870ba22f0c3c7_0_1 7,8,22,3,20,5,16,11
0bda523d58df2ce52d0a1d90ba21f95c_0_0 3,21,18,7,29,27,8,2,4
c1c80f4aae8bab9abf96ece3e9f8ae00_0_2 20,11,9
1432b9b368fbe0ce5237a14e0dc4747d_0_4 29,8,14,31
fd8c28b7d336434a065950fe9f39d322_0_2 23,29,14,8,9
e4504c40b5503e137a9cf20dba91df77_0_4 11,22,8,20
fa4154e631172e1568cf5f2e8b218b42_0_0 8,14,29
a35efee9c151fb47832497d99a7d7ef9_0_0 16,14,3
75d79c6a5cd557f3c1f8d2713ea3dac0_0_4 29,8
cf3fff764c94b1e30b815e3c3e7f800d_0_0 18,8,9,16,31,3,6,27,14
0ab7fe117064463905e74b61a8a2fab4_0_1 21,29,3,9,16,8
408b3c90250494fe10b6e22c7e371aa7_0_7 
387f5e10f3006d09a2b11dd274797d98_0_5 8,29
99ae55c09b5f59ea0130a8faa120de57_0_16 22,18,9,8
256e5eec18f1f9b0b58d9dac206363b6_0_7 3,5,7,8,29,18
fcbc5c15fcb51b2c819175a026a76b0f_0_47 26,9,0
a9152e97a930e6a1ea6177c188722faf_0_12 8
fccb7d510c7f49924e56f4da3cfa4bc6_0_0 8,31,3,29,14
7e8e7d36c288f1a534d89743b665ca8a_0_5 29,7,3,8
2af3e00ffb177e656a1659581b1a3674_0_0 29,25,26,9,8,0
39273b9174291b138a76e89ce2de497e_0_11 3,31,7,4,27,14,29
0d68e93477b66547cbdd246f26f8898c_0_18 9,25
54c307d41da863bf1f5633d50039017f_0_24 21,8,18
2af165b7d6c80ad27c4a69195756e318_0_2 26,30,8,1
950661f6e13f3293cf6f004023ebde64_1_3 8,14,7,2,31,21
e4e1f27aca8f2c09f451bec4315a607a_0_10 0,25,28,9,5,33,26,13
489bc147bee0d303ad416db29abd1d4f_0_6 18,3,31,20,8,22,11,29,14
96070098862740c772332dc7bb9acc6b_0_11 28,0,26,29,9,3
28605a88b6bba1881e0498b609585d59_0_8 26,9,0
dfe2a5b06a2979f3e51f75b62f1466d9_0_69 33,16,21,3,2,5
da9f84ea2791edb6c150a6b2022f9682_0_9 8,21,2,26,1,30,0,18
f7abd7521f0296a4afc2f2f2e166dfb9_1_11 8,15,22
8ee56a4a6561e2d8f90068d918103747_0_3 18,22,8
ad43a6f3ab56c8a2d9c33e6c40aadb56_0_2 22,18,8
f96a56c72984907a11d3eacd7cc7515e_0_48 29,7,8,18
6cf7f714bb6fc35aed6d17b470fb14d2_0_0 9
c690640044dd5654af3d84405d89e025_0_2 8,29
265042b07f587a5dc1075aab870335f4_0_17 29,8
ba3c15c6d574f1dd1b4f7365434a65fa_0_18 11,15,29,8,20,14,22,31
2b1a93155897295a274eebb756efec7a_0_0 28,18,30,9,8
abc8fd1ba5ac89615bdf68fb0ef9c39f_0_19 9
f57270e4af7fffa092e7fde707ed442c_0_4 3,16
609043ceedbe52303c2950ee2a8e3330_0_97 9,28,26,8,0,18
82bf593966a122a9c0d47eed70aeaec7_0_0 8,18
4667e6e635fdd92bbbc578fdf7a4ec40_0_4 3,29
d09780030d6082f4116464ed77c4add6_0_2 18,11,9,20,8
f5990b9c23a8689f1ad96889ac817065_0_3 8,29
db0ad3de7fdfa525c6ce0e45c8c50f4b_0_13 3,29
54677262f661482ab88f9f3f2e70cb8d_0_0 8,30,31,14
aa6d3badbda5a98f3c5d319b2c14cae9_0_0 9,29,8
98ff00f276373cc475bc46e0145ed058_0_3 8,18
0c3cb83284ea84cbcd6ca3baff284622_0_1 5,8,21,2,1,30,18,26
c04045d6170ebf831aee0cec205f589a_0_0 3,8,29
9c1e9ea48f2c1f8b5f38fa9044d0199a_0_34 3,31,14,29
e561bffc4eea4290f33f6eded4f5a9fb_0_0 29,3
c92d546166dcc6cd2d6dafb1569318b4_0_2 3,2,7,29,21,18,8
0358b0a077bfbe61a434a9d34d275123_0_0 3,31,29,14
c2273924dbfcca72373a82e0936c6ce8_0_40 11,25,0
22db3ed8e60278671238810e8cdfc302_1_4 8,18,11,20
6d80768d2270e26f16d2e2c46b21ac8b_0_4 29,3
27787d6969d8e2e29eac793a4669c274_0_15 9,31,8,29,14,18
4fd6b793182cb3b18bd1cff9b93fecc4_0_1 18,29,14,11,8,20,31
1f369b822d0070fccb8eb544c679d97a_0_8 2,18,9,21,8
4c855f816a9fde2225ab2477b13831fd_0_3 22,16,8,18,3
0f2f0700a321b812aeb1b9c9c17aac6d_0_3 0
5161fdda267949497866179df43d8a3d_0_0 16,3
0e6c3f86d1758af171d7c5615802c5db_0_12 29,2,8,21,10
9b85154d9f4fba4fcee8027f34f09da8_0_4 29,8,3,18
71de112eac9c7527c3829edc91034831_0_0 29,8
37bb3f0d4dc5160511c98e920a86f4a8_0_97 11,20,30
45009d88545abbb2448d7312140a0375_0_2 3,16,29
58ebc1c44f754b2fc40648e59491cbb8_0_1 18,8,29,9
2deaa98e9acd1293d5224e25715c1393_0_188 8
2ab42b69de8af1b8d8c1246f8180820a_0_0 10,9,8,22,18
d7f38eaa84d46cce96d1e7b4d6760dbc_0_2 8,26,30,1
a15eba8ea73e7cc4f4d785d54a4b4eff_0_5 8,22,18
91eddeb9c2fd918087d942e82af3d727_0_24 7,31,8,29,14
4c898ce4d1990641520a5d60024269e5_0_4 2,29,7,10,21,4,3,14,27,5,18,8
3f6b40a4ae63f6155d1942a489ea376e_1_6 29,16,3,8
dfd563e62f8eefc35c3c47b69f5673cd_0_1 15,8,7,18,22
b06f2cd5ecfca19f2ee000a3e5a22f17_0_1 22,16,14,20,18,3,31,7,0,8,11
69c3160c11e997bc430582c8e5b2071f_1_5 8,22,18,9,25,28
a9b1c4562b02683db8dc70adc6ddc33d_0_69 8
4bf6d9e2f84651fd0f3e8dc0fe36dfe0_0_6 10,29,8,30
89630819abf7ee61dd903319d7ef7acc_0_4 3,29
08cebd40d2375ef656ac3330577256d3_0_4 8
115f06a753f85b15a45ac5223e1c7dc6_0_0 7,21,3,18,8,1,26,29,2,14
dd5b54f247991393d3a68256b62ed97e_0_50 16,21,2,8,18,3,29
760670f60731b313b7367e9e342e73cc_0_9 0,25,9
9425c038fc828ff40901f71b7697518f_0_5 16,3
de086aacaa848d9451fc3cc96c31aca8_1_6 18,8,30,9
6d9dd1d575bfdee48bcb79ee09a4c8df_0_4 8,29
6574d7e8602491dca1692726c847a170_0_8 29,3,11,20,16
aa594e08709114906eeb6e3fd45f30d8_0_2 9,28
6ed60e9b4c44890a0d8e94d8f9175716_0_3 23,9,16,3
6dcd9e1a7e6c2bdc858d3ef7d9f828a7_0_3 30,9,25,8,0
5914d96ae1287dac1bf062840f644b05_0_3 8,20,11
165e360e1e84efc8c1b3cfdd1acfc90a_0_3 3,8,29
6ad3c2ede0a1f4d25b8809a53cd5a909_0_0 9,3,0,28,29,25,26
4add0eeec9f89331b899083b5baecd2b_0_0 9,29,3
b191c1bcee55c78b87bef9e313c5fb30_0_3 0,9,2,21,26
c41131ccc9ade3fcfd7fe3d34f50301e_0_1 31,3,29,14
27b4f1dd1896c780c18c06a2618bc36e_0_5 9,25
b76c7daee0b208f9145a5e535d8f96ea_0_69 2,9,32,21,5
70a9e937d6f5564493a8bf2d9f7f46f6_0_11 16,3
82d1674676fb0fdbff10b96603bfdeef_0_5 16,3,8
c431e4563d2192b175f6416b1d623448_0_0 8,18,29
4305b488829f3661bbd27764c52fb660_0_2 31,3,16,14
80675b923b9e03989681a9305714fe95_0_10 0,26,9,17
600900adb9c7056271191a3ec78f346c_0_2 3,11,29,8,20,18,16
6e2051d3106d1dff58002aeef12f4646_0_5 16,3
f12d79fc6c35d432b52ae12fb03b0263_1_4 16,3
9a4223772cd6d45a6bc4769e68de5a02_0_2 14,4,29,8,27
9aa13553dbfc9af89edb8ad44eade0ae_0_19 29,14,31,3
e7fa53464a87fd55383e3fdb8ae2f7eb_0_45 3,8,29
3ef014881f0f9f45055ada51d3dbb2ca_0_0 9
c1ffc410d694553cc3678408ae1dda7d_0_13 16,7,8,22,18,3
07f30272544dc354ee85aa0eb8af2772_0_9 18,29,8
862c270e8a14c4c39538f8e59c01635c_0_0 9,29,3,20,11
37bd726b7f9a5dae269104941548aaed_0_2 8,9
8531fcf1dbb0b78e1122e011b404eaae_0_31 18,8,30
13bce3b4f5476ef700981474e41b875f_0_0 14,8,29,31
8bd919ab023227134a57939eb00b3e8f_0_5 25,9
a59c6ba2932fbba68d2f28ba89851ba2_0_18 8,18,14
27787d6969d8e2e29eac793a4669c274_0_14 9,21,25,30,2,8
5be4496fbdeebff919d80d8269db07dc_0_125 29,8,18
3205902fd3de755e446701709d0e31d9_0_2 31,3,8,7,29,14
faaed1cd7a78e3c187b506bc4c1256d8_0_1 16,3
7be11342c95a586b2d121e4dce464f9d_1_1 18,30,8
5a78d9e46147987b78d97d347a42b435_0_12 16,21,3,2,18,8
850b2a01c0c65017a54b0d728652e9be_0_3 9,25
02b153b5d500f80d5762f778e279d068_0_10 2,16,14,21,31,3
bb87daeb8b790b01e01f60814e2d794b_0_17 16,2,10,21,3
30fa73b16164107206162bc64042169c_0_7 7,18,3,8,29
d94801dad6cd27ddcb5e491cf0af6406_0_11 9
5cec8e187f705baa1a5a555bbb90fa23_0_61 2,18,8,29,5,21,7
41f9c6c0a40b94487d336c87a89c20fb_0_0 2,29,8,21,3
aafb85f49611d0c1f998cffb2657f34c_0_37 18,11,20,8
d9f2a0a276f7ff43772f66611e6684f0_0_1 29,8
f7eff38c8cdc7cf8a2602a1d24eadb73_0_1 3,29,14,31
6208cda1ac82b1a58a404e67b47e995e_0_10 21,10,3,8,2,29
493d4df78f14dbd7898fbdd73aade020_0_8 7,29,17,0,9,25,3
65987f9cb2401a49980a87ebb130aa25_0_0 31,8,3,2,14,29,21
0c7fead631bd5d42f01e823aa80cb1c0_0_5 25,11,0,9,26
fb6f851a903078f21150ec677968e63f_1_2 3,16
366f3352083212c2fa82560b577d0c9d_0_7 9,0,26,25
0487c9148da9757c8a5756b736f89b5f_0_4 9,23
1a282ee18413b860339ad8abedf9305e_0_0 11,3,20,16
8d2539b0e328c8679b1f79a4b07b0179_0_6 25,26,0,9
3187a779972e598c4bc6513f1781545a_0_6 9,25
f671689d097fd9db06652850eb816bb3_0_13 18,8,11,20,22
e4d5b18341c485518f332548a00c34a2_0_3 15,22,20,8,18,11,9
3a6234474cc786a81cc6b80fd2a98943_0_10 8,16,6,3,18,27,22
09ff8e8860a948fbbaa789f5631fa8e8_0_7 0,28,26,9,25
9467f1ba79aab08a8716373aad0510eb_0_0 8,29,22,15
3f0197f56f6a7a6633f434bb4ef501e1_0_6 25,9,0
5f8cc852e0e98266860ee4ba92767e5b_0_12 8,22,20,11
465f139982a0791378e46d51db344935_0_0 18,8
84a2f68f5c78fd318afe82255238ce6e_0_72 29,22,20,14,31,21,11,8,2
d7711de07d5835f6eecf8ceb81551ab4_0_2 18,8,23,5,29
8dac781bef69519a3bfb61179dd9ce77_1_1 3,16
13688454e7392de8af218bfadff26c43_0_11 8,29
9ad4dd595242e5cf07a3cfd3e2a3671f_0_1 29,8
96bda20947d46f22e26447e53b2a4627_0_1 8,30,25,9,20,5,18
bb3ca34b0d1e16461c7051557a03c04f_0_0 8,24,6,3,19,29,2,21
6861b9d8a80e5145385575beaf24fb73_0_0 7,3,21,2,16
419763b77997415011315dab7d22cd6d_0_0 7,29,3
38d86b67919c08eaabab06486b91cfd5_0_3 29,3,16
bed0a722b3da6cf1092c9a33475fe4d2_0_1 16,29,3
894ccd80f1da6bb0ce7c71ae926f149c_0_0 3,16
155c58608e0db189dd0452884eb0bfed_0_0 10,16,3
e62b87c16608ed9cea892b25a1e6d710_0_0 21,18,3,2,8,29
37c8f1a78ba52a7b88c9ef10b2e0c266_0_19 30,8
277d3fdcecff48786c5d9b8f83b4c9ab_0_15 9
c6ab8396a6dcae84981e0311589272ee_0_22 2,21,26,30,17,0,9
5839cb13138cae5059562b0fe58d553c_0_3 16,3
27db60c9c00a536c4c5e1265df2f5505_0_84 20,3,29,18,22,16,11,8
eaf1fa9b4c6eb34a2ec002bb3fa9fc35_0_1 3,16
0746a9cf68f9c115dff6379ebfc3c601_0_11 18,8
40b3c285739dd4f118b02fdfb785c42f_0_0 3,29,8,18
2e44fb165a17ff32c7c8820bfe4961ad_0_28 29,14,8,31,9
f5f935730f9e9daaeae62c351d01727c_0_9 7,8,29
5c5c80657203b33be52ed4a8e28069c8_0_0 29,11,8,18,20
30a074066a102fab495394a2672945a2_0_4 14,31,3,29
3f5877995d856e25649455a639d7ebc4_0_2 9,0
b8aa37087e427ddd98fd86d6fcf9f22d_0_0 22,20,15,8,11,18
f9334620b3f8059871fe77b20445d93f_0_1 18,22,5,32,8
88a20c51e013b6ff82e5005ca4822259_0_2 3,29
078edc2b29d42e0c5de6afb4f6b4059a_0_5 16,3
0febc11a6faf5cf79deb7351ae39ef88_0_1 3,29,7
ca8fb1cad4639cd75e46b7b8e8f9f440_0_3 21,26,0,2,9
dca4a0ff2799dd0f50ca87a04f08cccf_0_4 8,29,3
7b6f452b5e027793868d39f9d7be9fa1_0_6 22,8
de9a07b86d9f445acd084ea23ac5df70_0_0 8,29
10b8a9fb65de6394b661356ee66cda99_0_0 29,3,2,18,8,14,21,31
a821dcd340f49fcedd413edd2e22bb3f_0_1 22,20,11,8,18
0e1f355445c9c5e9fabde3d56cdc7fe6_0_0 29,3,14,31
597232711d7e0eb5b7c66bb00a3cb350_0_7 29,8,18,14,31
c80ce7f7728f2aafbdda2fdddaa3ec7f_0_0 3,16,7
f1cfedad45ea233f3d03c10e2737ed18_0_61 29,8,18
0bf347e02f1cb224760d0a872340907b_0_0 29,14,31,3
25f7b512297f52d502f27f0d2ce0d84a_0_37 8,3,20,11,18,22,16
4146eaef904770fb4d3fdea7f04b60f2_0_16 20,11,8,22
bf4efdd9b776d879e92c9b7c41ad0517_0_0 8,29
00ccd3bdb38bc4f1b115ee422cc10660_0_0 29,8,20,11,31,14,3
26a3ef46cd7b4983119b8af631968eab_0_27 16,3,14
2eaaa47b6863a3e51b895ea7e200aabf_0_0 9,30,28,0,1,8,26
67dd548d6c3debbef64f81ee00a05e01_1_3 16,3
52769cc7d68ec876627190ed3fd8338a_0_3 29,8
37f0691738830a3ff514de867c9622c1_0_13 14,8,29,18,3
922f1d1e06fbdcc341c54bb868ec7fa5_0_18 16,18,22,11,8,3,20
14f8efd937c785c30185193bc0d120a6_0_1 31,14,25,3,7,21,2,29,9
0f51c4d0fd41ab71373a525f1e9d56d9_0_1 11,20,18,22,5,8
45ed9a9e7b5234f6ecd3f48a31f0dfe3_0_42 8,29,31,14
695736df1a37eba70f9c661c26c6a1e6_0_20 28,9,26,8,13,30,1
4572204ef502acaa625701df2c46033a_0_4 29,8,18,20,22,5,2,21,11
1d241637cabb86c4820f8b4b8875084a_0_4 9,25,26,0
eca4c5dacc6eaa7f33cf8b89ba4e97bf_1_3 8,20,11,22
f313c5e90bcb83322322cfa8b71d047a_0_0 29,8,18,2,21
581a04570d2c81b732ac6d1cd722a9b1_1_6 3,29,4,16,7,14,27
9873d82a0448812003b3ab339695af3f_0_4 7,6,8,4,22,27,29
c3a9c7e6e94b29c420caac8a35f99d89_0_0 9,21,29,2,30,10,8
696ae0cad17ace67917a34229bc54d2e_0_0 22,8,16,18,29,3,31,14,20,11
3e235bb0b4ba1a8be8eb0b22fd9111df_0_0 18,22,29,8
e273d06b4a604c23f3e30caf6973f784_0_0 14,29,3,31
7ab935a4eca80f68caf7ca134604f060_0_12 9
7f584de0681e457036c31d62d3c5b8ff_0_14 8,26,30,0,9,18
d0dabc8883b1b719cdda3ddad719e247_0_3 22,8,18
9acb6f4d4b421d6239e7b09e96222b7d_0_0 8,29
223c24e2b0f4164da88dc25e3324c997_0_0 23,9,17
c8fc0dd527bb5217a04478d943058c04_0_7 8,11,18,20
84234f0d27bfa13f9da51823491da028_0_182 11,20,8
ca8fb1cad4639cd75e46b7b8e8f9f440_0_6 9,30,29,14,16,31,3,2,21,8
4147f5c12ab65ec64739a48c9ae882c9_0_0 21,15,2,22,7,8,3,14,5,18,31,9,30,29
fda7da47ddd4a9c7d11131674d8b0fa5_0_56 9,0,25,26
9d5d27de07457e5c72dc93facf007129_1_2 29,8,3
dd3c2caf711eb4358bbdf9c3781f4c0b_0_0 18,29,8
9a357a57c4e863c5779727edd0e802fc_0_3 31,14,29,7,3
d7542a333fb175c0778ce2a3787cd8bc_0_2 21,29,8,2,18
0e44b0759fba52dbf79ffe8ed3084cd9_0_7 10,3,14,18,29,16,21,8,2,7,31
897040c8c3fc3f0181a5b52d8935eacf_0_5 20,29,30,22,8,18
4ef664f9235a64dc2d24214b49505db9_0_3 20,22,15,11,8
a75fb3106920c249f7b91a71310fe3f2_0_2 11,20,8,16,22,3
81cb2bfdff78ce0bfe6a24d24d3eff7d_0_17 11,20,8,18
487feb255d97a93b6c06fcdfd4050d3d_0_129 8,29
991fe317564eea88dc4af6b7bfcca60d_0_26 7,8,18
58486cad0e1c650aa1396a20a8c60a0f_0_3 8,11,18,22,20
2db1462488beda27d00157905ed7231c_0_2 8,20,11
1f2f05c1c018a71e66b5d53eda4734d0_0_2 26,25,9,0
f7a7c0cb06b5acea75ddfbe361ca17d0_0_5 26,9,0,25
d58d3ebf8ada7e404b8534e5d622231a_1_2 8,18
cbf148c27d8df89060f7ebfcec2c60c6_0_2 3,18,10,8,29
304614a3851470b750132ead8638a04a_0_192 8
b8dfd98f6b4b38b86119be3930713e11_0_0 14,31,8,29,18
257bcbfac701501fe37cb024cebed0c3_0_3 16,3
46319c7d29c255cf29144a9b3eff34e2_0_5 31,14,26,8,1,29
626c8431ee41da05eb10e559425cda85_0_1 8,18,30
fec06ff63e7900bc3485e6e610a326b3_0_0 8,23,29
691f24b04c20c5be31d1ef133083b8f8_0_2 7,8,20,29,3,31,14
1364ba27987a1e6a034cd651d5703539_0_3 18,8,9
6c89849b5deac4fdfbe3019dfbd6707a_0_0 29,8
219156a7433fb81f4a18351b918300c7_0_19 11,20,15
e95f13de0426291b60f2635d38884b9d_0_1 7,2,8,3,14,29,21,31,18
06976cc00c4098dbfb024df9ec9e18d1_0_13 16,3
f6e0042ec52df9fb68deab3b9405d76e_0_9 16,2,3,21
31a69e882e51c7c5dfdc0da464c3c02d_0_24 16,7,3
7a218f7c7f96551482fe2002c8912954_0_3 29,8
71d7451da04309a4be3a9f505cd92c40_0_0 18,9,1,0,30,26,8
6126b64610354eeeb44e8c1db9604355_0_0 14,8,29,31
5ceb9e2e89a9448f87d7c32dfb8abbd4_0_5 9,26,25,0
881fa9cf47ed34db1cc3f982988c6b47_0_18 
2ff6e90582cba0ed54927c409e3faacd_1_1 21,18,2,8,29
d3d2178a67e7cf2376946f3c9ed09bdb_0_2 8,29,18
0869e0d6b86f3c334e9f07af341d7836_0_1 9
e0460e533c37da1120febb10dc554178_0_1 8,2,29,21
bb09a7fc91a01f802ef2c92de19b7187_0_4 14,8,31,29
e8a6dcfe1104b1b374ebedf3d9f42f02_0_0 23,9,16,3
396ac3511af526184a5c33f81d4098fa_0_5 14,8,29,7,18,31
3a15d08061d691f0e2a35cba44547a9e_0_4 14,31,29
